,path
141,sequences/UPI0007093DBB-51-324.fasta
142,sequences/UPI00035EB12D-22-418.fasta
143,sequences/UPI000879B001-22-334.fasta
144,sequences/DewCreStandDraft_4_1066084.scaffolds.fasta_scaffold08332_9-21-324.fasta
145,sequences/OM-RGC.v1.000241597-36-353.fasta
146,sequences/UPI000759A787-57-345.fasta
147,sequences/UPI0007635D26-30-460.fasta
148,sequences/UPI00088CC3C2-148-443.fasta
149,sequences/UPI000232DB59-216-596.fasta
150,sequences/GraSoiStandDraft_4_1057263.scaffolds.fasta_scaffold10069_2-24-414.fasta
151,sequences/UPI0008B4ABB0-8-331.fasta
152,sequences/UPI0003BF627B-138-492.fasta
153,sequences/UPI0000371F70-33-409.fasta
154,sequences/APHig6443718053_1056840.scaffolds.fasta_scaffold01340_1-16-378.fasta
155,sequences/DEB0MinimDraft_10_1074344.scaffolds.fasta_scaffold13016_5-33-353.fasta
156,sequences/UPI000276DA3B-62-428.fasta
157,sequences/EndMetStandDraft_6_1072998.scaffolds.fasta_scaffold62390_2-8-294.fasta
158,sequences/UPI000441509A-36-606.fasta
159,sequences/UPI00019E8F4F-24-434.fasta
160,sequences/UPI000159E10C-64-335.fasta
161,sequences/DewCreStandDraft_4_1066084.scaffolds.fasta_scaffold00139_106-18-355.fasta
162,sequences/AntAceMinimDraft_14_1070370.scaffolds.fasta_scaffold16267_2-38-414.fasta
163,sequences/UPI0004F14E9D-78-471.fasta
164,sequences/UPI0008D8EF1E-64-394.fasta
165,sequences/MDTG01.5.fsa_nt_gb|MDTG01404807.1|_1-2-288.fasta
166,sequences/APAga8741243907_1050103.scaffolds.fasta_scaffold00049_58-19-348.fasta
167,sequences/UPI0004EB978F-68-474.fasta
168,sequences/UPI0007BA23C6-62-474.fasta
169,sequences/ETNmetMinimDraft_22_1059887.scaffolds.fasta_scaffold01614_5-516-819.fasta
170,sequences/MTBAKSStandDraft_2_1061841.scaffolds.fasta_scaffold00788_19-48-307.fasta
171,sequences/APMI01.1.fsa_nt_gi|494349862|gb|APMI01073871.1|_11-232-497.fasta
172,sequences/UPI00036145A6-39-400.fasta
173,sequences/GraSoiStandDraft_41_1057321.scaffolds.fasta_scaffold233175_2-47-339.fasta
174,sequences/UPI00021F589D-136-578.fasta
175,sequences/UPI00084E8DAB-42-452.fasta
176,sequences/GraSoiStandDraft_5_1057265.scaffolds.fasta_scaffold67852_2-53-355.fasta
177,sequences/UPI0008486335-20-355.fasta
178,sequences/GraSoiStandDraft_42_1057292.scaffolds.fasta_scaffold231972_1-40-371.fasta
179,sequences/UPI0002AA258C-55-316.fasta
180,sequences/UPI0005D6E642-51-457.fasta
181,sequences/UPI0001B2AB5B-316-571.fasta
182,sequences/UPI00051D15C7-76-431.fasta
183,sequences/UPI0008575586-14-569.fasta
184,sequences/NGEPerStandDraft_6_1074524.scaffolds.fasta_scaffold53724_2-74-361.fasta
185,sequences/GraSoiStandDraft_32_1057276.scaffolds.fasta_scaffold268640_1-114-442.fasta
186,sequences/SoiMethySBSTD1v2_1073268.scaffolds.fasta_scaffold89379_3-185-472.fasta
187,sequences/UPI000889AE1D-26-425.fasta
188,sequences/UPI0001A85093-158-565.fasta
189,sequences/UPI00089A695D-22-429.fasta
190,sequences/O1105metagenome_2_1110794.scaffolds.fasta_scaffold00085_61-100-443.fasta
191,sequences/AACY02.2.fsa_nt_gi|133404733|gb|AACY020315486.1|_1-34-407.fasta
192,sequences/UPI0007FBDC81-47-347.fasta
193,sequences/APAra7269096870_1048528.scaffolds.fasta_scaffold00202_8-33-417.fasta
194,sequences/UPI0003390890-55-378.fasta
195,sequences/APAra7269096936_1048531.scaffolds.fasta_scaffold10278_1-53-368.fasta
196,sequences/AntRauTorckE6833_2_1112554.scaffolds.fasta_scaffold00241_20-58-337.fasta
197,sequences/OM-RGC.v1.001856603-114-440.fasta
198,sequences/WetSurMetagenome_2_1015567.scaffolds.fasta_scaffold182904_1-69-352.fasta
199,sequences/UPI00082F1BB8-56-405.fasta
200,sequences/UPI0004B18DF0-18-384.fasta
201,sequences/DeetaT_11_FD_k123_304687_1-3-384.fasta
202,sequences/SoimicMinimDraft_9_1059737.scaffolds.fasta_scaffold03059_2-48-356.fasta
203,sequences/KBSMisStandDraft_5_1062788.scaffolds.fasta_scaffold19310_2-75-338.fasta
204,sequences/LakWasMet32_HOW6_FD_contig_123_2139_length_5667_multi_4_in_0_out_2_1-11-357.fasta
205,sequences/UPI0007DF6DA9-75-428.fasta
206,sequences/UPI000263931F-53-442.fasta
207,sequences/UPI0004646C2E-42-434.fasta
208,sequences/UPI0008CF54C1-36-376.fasta
209,sequences/UPI0003414EE2-66-425.fasta
210,sequences/GraSoiStandDraft_36_1057302.scaffolds.fasta_scaffold141991_1-31-310.fasta
211,sequences/Orb8nscriptome_2_FD_contig_21_10103382_length_1879_multi_11_in_0_out_0_1-70-548.fasta
212,sequences/UPI00043EC4F0-209-517.fasta
213,sequences/tagenome__1003787_1003787.scaffolds.fasta_scaffold20987193_3-26-412.fasta
214,sequences/UPI000443E819-51-398.fasta
215,sequences/UPI000193F238-66-366.fasta
216,sequences/UPI0008CEE599-27-367.fasta
217,sequences/APHig6443717497_1056834.scaffolds.fasta_scaffold00169_7-53-441.fasta
218,sequences/APGre2960657423_1045063.scaffolds.fasta_scaffold59747_1-36-424.fasta
219,sequences/3_EtaG_2_1085321.scaffolds.fasta_scaffold12017_2-63-313.fasta
220,sequences/MDSW01.2.fsa_nt_gb|MDSW01190941.1|_28-202-534.fasta
221,sequences/ThiBioDrversion2_2_1062182.scaffolds.fasta_scaffold11750_2-76-400.fasta
222,sequences/UPI0002914A41-50-345.fasta
223,sequences/UPI0002A407C8-28-368.fasta
224,sequences/UPI0006EC0E28-20-426.fasta
225,sequences/UPI00049DB621-92-463.fasta
226,sequences/UPI000886032B-34-427.fasta
227,sequences/BogFormECP12_OM1_1039635.scaffolds.fasta_scaffold10684_1-427-750.fasta
228,sequences/UPI0005019BCB-26-424.fasta
229,sequences/UPI0006F04286-72-420.fasta
230,sequences/UPI0007A834CF-26-424.fasta
231,sequences/UPI000843C732-53-579.fasta
232,sequences/UPI0004E31656-17-422.fasta
233,sequences/UPI000636AE75-18-368.fasta
234,sequences/UPI0001F55893-22-409.fasta
235,sequences/UPI0004C845A3-44-410.fasta
236,sequences/UPI00025207F7-23-560.fasta
237,sequences/AraplaL_Cvi_mTSA_1032052.scaffolds.fasta_scaffold01997_3-13-329.fasta
238,sequences/UPI0006AD8BD6-180-445.fasta
239,sequences/APLak6261678124_1056121.scaffolds.fasta_scaffold05955_1-58-334.fasta
240,sequences/UPI00023608AD-66-373.fasta
241,sequences/UPI000039121C-20-427.fasta
242,sequences/RhiMethySRZTD1v2_1073278.scaffolds.fasta_scaffold449682_1-54-367.fasta
243,sequences/UPI0003D42124-762-1066.fasta
244,sequences/GraSoiStandDraft_15_1057317.scaffolds.fasta_scaffold435581_1-19-274.fasta
245,sequences/UPI00036B1B6B-62-369.fasta
246,sequences/UPI0002896BB0-52-345.fasta
247,sequences/UPI00085A3167-48-440.fasta
248,sequences/JFBN01.1.fsa_nt_gb|JFBN01027326.1|_1-334-638.fasta
249,sequences/UPI00043ED34A-51-421.fasta
250,sequences/UPI0007EA4830-281-571.fasta
251,sequences/GraSoiStandDraft_47_1057283.scaffolds.fasta_scaffold275006_1-2-354.fasta
252,sequences/RhiMetdeSRZDD1v2_1073273.scaffolds.fasta_scaffold09685_6-37-484.fasta
253,sequences/UPI00089F08BC-71-391.fasta
254,sequences/UPI0006CDAD82-31-330.fasta
255,sequences/UPI00067A039F-66-322.fasta
256,sequences/HubBroStandDraft_4_1064222.scaffolds.fasta_scaffold116196_2-1-364.fasta
257,sequences/ETNmetMinimDraft_27_1059897.scaffolds.fasta_scaffold11919_2-31-330.fasta
258,sequences/UPI0007F2BB91-5-438.fasta
259,sequences/LXNH01.1.fsa_nt_gb|LXNH01006705.1|_2-25-285.fasta
260,sequences/Tabmets4t2r2_1033128.scaffolds.fasta_scaffold18461_2-59-448.fasta
261,sequences/UPI0004449339-18-339.fasta
262,sequences/UPI0008C71F6A-348-638.fasta
263,sequences/MDSY01.2.fsa_nt_gb|MDSY01154450.1|_2-25-406.fasta
264,sequences/SoiMethySBSTD1v2_1073268.scaffolds.fasta_scaffold744441_2-54-326.fasta
265,sequences/UPI000227DE26-69-377.fasta
266,sequences/EndMetStandDraft_5_1072996.scaffolds.fasta_scaffold00324_13-42-369.fasta
267,sequences/UPI0002200673-195-523.fasta
268,sequences/UPI0007D3EE35-1547-1951.fasta
269,sequences/UPI00001268EC-52-441.fasta
270,sequences/UPI000017AB50-133-469.fasta
271,sequences/UPI0000DD3933-32-383.fasta
272,sequences/UPI0005C7F24B-39-439.fasta
273,sequences/UPI0007DC2017-46-328.fasta
274,sequences/ThiBio_inoc_biof_1041523.scaffolds.fasta_scaffold00374_15-106-423.fasta
275,sequences/APAga8741243810_1050097.scaffolds.fasta_scaffold03497_3-17-409.fasta
276,sequences/PorBlaMBantryBay_2_1084458.scaffolds.fasta_scaffold16244_2-49-307.fasta
277,sequences/UPI000793A868-33-393.fasta
278,sequences/CEGE01.1.fsa_nt_gi|758110983|emb|CEGE01013118.1|_1-47-404.fasta
279,sequences/CXWL01.1.fsa_nt_gi|952914439|emb|CXWL01002120.1|_9-30-309.fasta
280,sequences/TergutCu122P5_1016488.scaffolds.fasta_scaffold135228_2-76-422.fasta
281,sequences/InofroStandDraft_1065614.scaffolds.fasta_scaffold01198_19-56-372.fasta
282,sequences/UPI00054260DC-21-406.fasta
283,sequences/UPI00022070DA-49-486.fasta
284,sequences/UPI00004BD050-485-893.fasta
285,sequences/UPI00035F9DC5-9-339.fasta
286,sequences/DewCreStandDraft_4_1066084.scaffolds.fasta_scaffold01966_25-42-349.fasta
287,sequences/UPI0003B62A97-15-349.fasta
288,sequences/APAga8741243955_1050106.scaffolds.fasta_scaffold00553_2-27-422.fasta
289,sequences/UPI0007A7E89F-49-317.fasta
290,sequences/GraSoiStandDraft_47_1057283.scaffolds.fasta_scaffold82807_2-61-429.fasta
291,sequences/UPI0006ADB045-54-325.fasta
292,sequences/RhiMetdeSRZDD1v2_1073273.scaffolds.fasta_scaffold00117_21-43-427.fasta
293,sequences/UPI000795F04D-13-362.fasta
294,sequences/UPI00054BA224-39-395.fasta
295,sequences/UPI0008308AB1-61-360.fasta
296,sequences/UPI0006D36CB0-4-299.fasta
297,sequences/UPI000297B61E-42-432.fasta
298,sequences/LUMM01.1.fsa_nt_gb|LUMM01001076.1|_6-19-355.fasta
299,sequences/RifOxyC2_1024027.scaffolds.fasta_scaffold01791_4-45-317.fasta
300,sequences/UPI000794948C-20-388.fasta
301,sequences/GraSoiStandDraft_54_1057290.scaffolds.fasta_scaffold25629_2-70-380.fasta
302,sequences/UPI00088FF895-61-421.fasta
303,sequences/UPI00047BC298-57-394.fasta
304,sequences/RhiMetdeSRZDD1v2_1073273.scaffolds.fasta_scaffold472538_1-76-385.fasta
305,sequences/GraSoiStandDraft_16_1057320.scaffolds.fasta_scaffold115192_3-23-409.fasta
306,sequences/UPI00045CD86E-39-451.fasta
307,sequences/UPI000816D295-29-354.fasta
308,sequences/UPI0007B11DDD-28-412.fasta
309,sequences/UPI0005A26147-17-379.fasta
310,sequences/UPI000369D9F5-51-353.fasta
311,sequences/UPI0003713C59-20-421.fasta
312,sequences/UPI0001CC6A63-25-411.fasta
313,sequences/FLYN01.1.fsa_nt_gi|1067884606|tpe|FLYN01000022.1|_5-266-556.fasta
314,sequences/UPI000898C103-57-382.fasta
315,sequences/TergutMp193P3_1026864.scaffolds.fasta_scaffold32014_1-93-431.fasta
316,sequences/MDTG01.5.fsa_nt_gb|MDTG01424047.1|_1-41-359.fasta
317,sequences/SwirhirootsSR2_FD_contig_71_2671419_length_994_multi_1_in_0_out_0_1-28-330.fasta
318,sequences/UPI0002BFD5FB-66-440.fasta
319,sequences/UPI00048D3757-27-420.fasta
320,sequences/UPI00054E601F-3-377.fasta
321,sequences/SoiMethySBSTD1v2_1073268.scaffolds.fasta_scaffold313737_1-37-350.fasta
322,sequences/APAra7269096613_1048513.scaffolds.fasta_scaffold00852_14-43-375.fasta
323,sequences/UPI00041FB1F2-21-434.fasta
324,sequences/UPI00073DB299-112-453.fasta
325,sequences/JI10StandDraft_1071094.scaffolds.fasta_scaffold116282_1-55-342.fasta
326,sequences/UPI0007D7EA3F-25-387.fasta
327,sequences/UPI00033B1AAE-59-320.fasta
328,sequences/InofroStandDraft_1065614.scaffolds.fasta_scaffold08524_5-14-338.fasta
329,sequences/UPI00047F3DD7-45-358.fasta
330,sequences/YelNatPaOPRAMG01_1025707.scaffolds.fasta_scaffold09018_2-49-362.fasta
331,sequences/UPI0008C8F272-105-420.fasta
332,sequences/UPI00059658A1-69-339.fasta
333,sequences/AutmiccommuBRH17_1029484.scaffolds.fasta_scaffold01873_5-372-656.fasta
334,sequences/UPI0005BE3E79-41-351.fasta
335,sequences/UPI00082F8B3B-73-374.fasta
336,sequences/UPI00026388B9-595-847.fasta
337,sequences/OM-RGC.v1.002407719-31-413.fasta
338,sequences/UPI000737109F-31-424.fasta
339,sequences/UPI0001BE7846-46-445.fasta
340,sequences/UPI00022598A0-32-443.fasta
341,sequences/UPI0006C63127-90-416.fasta
342,sequences/UPI000865B313-46-370.fasta
343,sequences/307.fasta_scaffold114449_1-55-315.fasta
344,sequences/HubBroStandDraft_4_1064222.scaffolds.fasta_scaffold15818_2-36-427.fasta
345,sequences/UPI00068E24E9-31-435.fasta
346,sequences/CryGeyStandDraft_6_1057127.scaffolds.fasta_scaffold80983_1-76-372.fasta
347,sequences/APLow6443716910_1056828.scaffolds.fasta_scaffold00471_3-78-366.fasta
348,sequences/UPI0000521024-34-409.fasta
349,sequences/GraSoi_2013_60cm_1033757.scaffolds.fasta_scaffold13606_2-20-414.fasta
350,sequences/SwirhisoilCB2_FD_contig_71_6815586_length_1262_multi_7_in_0_out_0_2-26-358.fasta
351,sequences/UPI0004207BC0-58-367.fasta
352,sequences/UPI00058076E4-47-322.fasta
353,sequences/HubBroStandDraft_3_1064219.scaffolds.fasta_scaffold29443_2-51-329.fasta
354,sequences/UPI000478AB27-41-367.fasta
355,sequences/JI10StandDraft_1071094.scaffolds.fasta_scaffold182905_2-81-377.fasta
356,sequences/UPI0005CE7450-38-409.fasta
357,sequences/LFRM01.2.fsa_nt_gb|LFRM01359525.1|_9-42-390.fasta
358,sequences/YNPMSStandDraft_1061717.scaffolds.fasta_scaffold00030_49-16-515.fasta
359,sequences/UPI00069F229A-92-424.fasta
360,sequences/UPI0007048B14-20-372.fasta
361,sequences/UPI00087514F0-51-451.fasta
362,sequences/UPI00078A90E6-60-421.fasta
363,sequences/UPI0003DFDB99-51-415.fasta
364,sequences/NGEPerStandDraft_6_1074524.scaffolds.fasta_scaffold24702_1-38-367.fasta
365,sequences/PorBlaMBantryBay_2_1084458.scaffolds.fasta_scaffold11013_2-23-425.fasta
366,sequences/GraSoiStandDraft_54_1057290.scaffolds.fasta_scaffold253103_1-23-301.fasta
367,sequences/GraSoiStandDraft_32_1057276.scaffolds.fasta_scaffold184803_2-75-359.fasta
368,sequences/OM-RGC.v1.002329565-58-420.fasta
369,sequences/MTBAKSStandDraft_1061840.scaffolds.fasta_scaffold19628_2-30-341.fasta
370,sequences/UPI000190187D-45-339.fasta
371,sequences/UPI0003305FB8-25-424.fasta
372,sequences/UPI00061837E8-632-897.fasta
373,sequences/UPI0007C0E30F-17-561.fasta
374,sequences/UPI0004630507-50-461.fasta
375,sequences/UPI0003C10A5E-923-1330.fasta
376,sequences/UPI000360C528-21-366.fasta
377,sequences/UPI0007EC312F-62-464.fasta
378,sequences/UPI0007C1E921-68-459.fasta
379,sequences/UPI0008765984-214-530.fasta
380,sequences/JI7StandDraft_1071085.scaffolds.fasta_scaffold72199_1-44-428.fasta
381,sequences/OM-RGC.v1.002442082-31-409.fasta
382,sequences/JFJP01.1.fsa_nt_gi|907509025|gb|JFJP01055350.1|_3-89-476.fasta
383,sequences/OM-RGC.v1.004513851-69-342.fasta
384,sequences/DeetaT_11_FD_k123_35877_1-76-368.fasta
385,sequences/JI8StandDraft_1071087.scaffolds.fasta_scaffold04510_7-63-322.fasta
386,sequences/UPI00017F153F-109-413.fasta
387,sequences/UPI000373E437-52-320.fasta
388,sequences/UPI00073BBA4F-20-337.fasta
389,sequences/UPI0002CD3C2A-102-484.fasta
390,sequences/UPI0007CDE21D-22-423.fasta
391,sequences/UPI000463C128-43-359.fasta
392,sequences/APGre2960657404_1045060.scaffolds.fasta_scaffold22820_1-5-292.fasta
393,sequences/UPI0003B46CA2-30-438.fasta
394,sequences/UPI0008C1ABB6-60-311.fasta
395,sequences/GraSoiStandDraft_32_1057276.scaffolds.fasta_scaffold87289_1-7-367.fasta
396,sequences/UPI00021B471B-22-579.fasta
397,sequences/LNFM01.1.fsa_nt_gb|LNFM01004264.1|_20-35-410.fasta
398,sequences/MDSZ01.2.fsa_nt_gb|MDSZ01115988.1|_1-2-272.fasta
399,sequences/GraSoiStandDraft_24_1057298.scaffolds.fasta_scaffold131531_1-4-270.fasta
400,sequences/APCry1669191812_1035378.scaffolds.fasta_scaffold07162_3-29-419.fasta
401,sequences/UPI0003A8AB40-63-445.fasta
402,sequences/UPI0003842393-76-383.fasta
403,sequences/UPI000210D52E-92-425.fasta
404,sequences/UPI0006CBC3E4-542-863.fasta
405,sequences/UPI00084D983C-983-1390.fasta
406,sequences/UPI0006949782-72-371.fasta
407,sequences/UPI00033B191E-42-401.fasta
408,sequences/APMI01.1.fsa_nt_gi|494366638|gb|APMI01063451.1|_1-58-336.fasta
409,sequences/DeetaT_10_FD_contig_31_3242224_length_2752_multi_9_in_0_out_0_1-394-811.fasta
410,sequences/UPI00030B5A12-147-488.fasta
411,sequences/UPI00069BDB87-28-425.fasta
412,sequences/UPI000656DC0B-202-583.fasta
413,sequences/UPI0008207453-377-707.fasta
